id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
410,33,admin.,single,university.degree,no,no,no,cellular,may,wed,6,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
411,38,entrepreneur,married,professional.course,no,yes,no,cellular,nov,wed,388,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
412,48,admin.,married,university.degree,no,yes,no,telephone,may,tue,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
413,37,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,301,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
414,42,admin.,married,university.degree,no,no,no,cellular,nov,mon,62,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8
415,27,admin.,single,high.school,no,no,no,cellular,apr,thu,314,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
416,39,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,73,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1
417,47,technician,divorced,high.school,no,yes,no,cellular,aug,wed,87,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
418,34,technician,married,university.degree,unknown,yes,no,cellular,aug,thu,414,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
419,33,technician,married,professional.course,no,yes,no,telephone,jun,thu,201,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
420,40,technician,married,high.school,no,no,no,cellular,aug,tue,370,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
421,30,blue-collar,married,basic.6y,no,no,yes,cellular,may,thu,24,6,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
422,26,entrepreneur,married,professional.course,no,no,no,telephone,may,fri,75,10,999,2,failure,-1.8,92.893,-46.2,1.25,5099.1
423,44,services,married,basic.4y,unknown,no,no,cellular,jul,fri,226,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
424,32,services,single,unknown,no,yes,no,cellular,may,fri,189,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
425,46,technician,married,high.school,unknown,no,no,cellular,aug,thu,206,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
426,49,services,married,high.school,no,yes,no,telephone,may,tue,161,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
427,37,blue-collar,married,high.school,no,no,no,telephone,may,tue,191,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
428,28,admin.,single,university.degree,no,yes,yes,telephone,may,fri,163,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
429,58,admin.,married,high.school,unknown,yes,no,cellular,jul,tue,103,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
430,34,management,divorced,university.degree,no,yes,no,cellular,jul,tue,580,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
431,41,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,264,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
432,40,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,tue,67,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8
433,35,admin.,single,university.degree,no,yes,no,telephone,nov,tue,263,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
434,48,services,divorced,high.school,no,no,yes,cellular,jul,mon,88,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
435,32,admin.,single,high.school,no,no,no,cellular,aug,tue,243,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
436,25,admin.,single,university.degree,no,no,no,cellular,may,tue,80,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
437,47,housemaid,married,basic.9y,no,no,no,cellular,aug,thu,135,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
438,44,technician,single,professional.course,no,yes,no,cellular,nov,fri,18,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
439,58,management,married,university.degree,no,yes,no,cellular,aug,mon,59,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
440,37,technician,married,professional.course,no,yes,no,telephone,jun,tue,296,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
441,40,admin.,single,high.school,no,yes,no,cellular,may,tue,142,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
442,51,technician,married,professional.course,no,yes,no,cellular,aug,wed,300,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
443,53,technician,married,professional.course,unknown,yes,yes,cellular,aug,wed,276,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
444,39,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,231,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
445,48,admin.,married,high.school,no,yes,no,cellular,jul,thu,903,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
446,43,self-employed,married,high.school,unknown,yes,no,cellular,apr,wed,902,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
447,46,admin.,single,university.degree,no,yes,no,telephone,jun,thu,172,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
448,27,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,392,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
449,27,technician,single,professional.course,no,no,no,cellular,jul,thu,171,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
450,35,services,divorced,professional.course,unknown,no,no,telephone,may,tue,806,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
451,30,admin.,married,university.degree,no,no,yes,cellular,aug,tue,113,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
452,50,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,251,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
453,30,blue-collar,single,high.school,no,yes,no,cellular,aug,thu,296,7,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
454,51,blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,393,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
455,53,retired,divorced,basic.4y,no,no,no,telephone,may,thu,116,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
456,42,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,257,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
457,44,services,married,high.school,no,yes,no,telephone,may,wed,78,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
458,35,technician,married,professional.course,unknown,yes,no,telephone,jun,fri,34,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
459,24,technician,single,professional.course,no,yes,no,cellular,apr,mon,200,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
460,29,admin.,married,high.school,no,no,no,telephone,may,tue,214,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
461,25,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,mon,60,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
462,59,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,86,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
463,35,admin.,married,high.school,no,no,no,telephone,jun,mon,142,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
464,35,management,single,unknown,no,no,no,telephone,may,fri,126,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
465,31,admin.,married,high.school,unknown,yes,no,telephone,may,thu,199,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
466,31,admin.,divorced,university.degree,no,no,no,cellular,may,mon,239,3,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1
467,59,admin.,married,university.degree,no,yes,no,cellular,may,fri,324,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
468,26,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,132,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
469,43,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,356,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
470,34,technician,married,professional.course,no,yes,no,cellular,may,fri,81,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
471,31,technician,single,university.degree,no,yes,yes,cellular,jun,fri,241,5,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2
472,45,blue-collar,single,basic.9y,no,no,yes,cellular,oct,tue,204,2,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5
473,32,technician,married,professional.course,no,no,no,telephone,may,wed,293,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
474,26,admin.,married,high.school,no,no,no,cellular,jun,wed,301,5,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6
475,32,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,69,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
476,36,admin.,married,high.school,no,no,no,telephone,may,mon,108,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
477,22,services,single,high.school,no,no,no,telephone,jun,wed,156,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
478,33,entrepreneur,married,university.degree,no,no,yes,telephone,jun,thu,166,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
479,51,technician,married,high.school,no,yes,no,cellular,aug,wed,549,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
480,56,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,mon,223,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
481,31,admin.,single,university.degree,no,yes,no,cellular,may,fri,165,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1
482,42,unemployed,married,university.degree,unknown,yes,no,cellular,jul,tue,431,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
483,25,blue-collar,single,basic.4y,no,no,no,telephone,jul,tue,104,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
484,49,management,married,university.degree,no,no,no,cellular,apr,thu,97,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
485,49,admin.,married,unknown,no,yes,no,telephone,may,fri,731,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
486,22,student,single,high.school,no,yes,yes,cellular,may,tue,131,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
487,63,retired,divorced,university.degree,no,yes,yes,cellular,jul,thu,146,1,999,1,failure,-2.9,92.469,-33.6,1.072,5076.2
488,32,services,married,high.school,no,no,no,cellular,may,tue,106,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
489,38,technician,married,university.degree,no,no,no,cellular,may,fri,186,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
490,43,admin.,single,university.degree,no,no,no,cellular,may,tue,139,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
491,28,blue-collar,single,high.school,no,yes,no,cellular,may,wed,529,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
492,36,self-employed,divorced,basic.9y,no,no,no,cellular,nov,wed,133,1,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5
493,62,management,married,university.degree,no,yes,yes,cellular,aug,wed,345,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2
494,30,technician,married,professional.course,no,yes,no,cellular,oct,mon,253,1,9,2,success,-1.1,94.601,-49.5,1.032,4963.6
495,42,technician,single,university.degree,no,yes,no,cellular,may,mon,179,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
496,33,admin.,married,university.degree,no,yes,no,cellular,jul,mon,263,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
497,40,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,302,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
498,28,admin.,single,professional.course,no,no,yes,telephone,jun,thu,253,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1
499,31,services,married,high.school,unknown,unknown,unknown,telephone,may,tue,374,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
500,42,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,89,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
501,60,management,married,basic.4y,unknown,no,no,cellular,may,fri,65,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
502,40,admin.,married,university.degree,no,yes,no,telephone,jun,fri,606,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
503,30,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,mon,145,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
504,49,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,553,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
505,29,admin.,single,university.degree,no,yes,no,cellular,may,tue,88,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
506,32,services,married,high.school,no,no,no,telephone,jun,wed,90,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
507,43,housemaid,married,basic.4y,no,no,no,cellular,nov,fri,165,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
508,44,services,married,high.school,unknown,yes,no,cellular,nov,fri,46,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
509,40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,32,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
510,37,management,married,university.degree,no,no,no,telephone,may,wed,83,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
511,51,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed,89,2,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1
512,35,technician,single,high.school,unknown,no,no,cellular,aug,fri,1258,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
513,43,services,married,basic.6y,no,yes,no,cellular,sep,tue,79,1,999,0,nonexistent,-3.4,92.379,-29.8,0.75,5017.5
514,27,blue-collar,single,basic.6y,no,yes,yes,telephone,jun,fri,187,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
515,49,management,divorced,basic.6y,no,no,no,telephone,nov,thu,88,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
516,46,technician,married,professional.course,no,no,no,cellular,aug,mon,194,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
517,42,admin.,married,high.school,no,yes,no,cellular,may,fri,106,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
518,56,entrepreneur,married,university.degree,no,no,no,telephone,jun,tue,21,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
519,29,technician,single,professional.course,no,no,yes,cellular,jul,tue,178,2,15,2,failure,-1.7,94.215,-40.3,0.876,4991.6
520,59,retired,married,professional.course,no,no,no,telephone,may,wed,560,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
521,35,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,1028,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
522,31,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
523,25,admin.,single,high.school,no,yes,no,cellular,jul,tue,84,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
524,40,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,1065,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
525,28,admin.,single,university.degree,unknown,no,yes,telephone,may,wed,74,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
526,43,technician,divorced,professional.course,unknown,no,no,cellular,apr,mon,131,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
527,40,admin.,married,high.school,no,no,no,telephone,may,fri,83,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
528,46,housemaid,married,basic.9y,no,no,no,telephone,may,tue,165,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
529,38,blue-collar,single,basic.6y,no,yes,no,telephone,may,fri,331,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
530,51,management,married,basic.9y,no,yes,no,cellular,jul,wed,154,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
531,31,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,774,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
532,29,admin.,married,high.school,no,yes,yes,cellular,nov,wed,155,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
533,48,admin.,single,high.school,no,no,no,cellular,jul,fri,52,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
534,56,admin.,married,university.degree,unknown,no,no,telephone,may,fri,213,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
535,53,technician,married,professional.course,no,no,no,cellular,may,tue,350,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
536,50,blue-collar,divorced,basic.6y,no,yes,no,cellular,may,mon,82,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
537,38,technician,single,professional.course,no,unknown,unknown,telephone,jun,fri,59,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
538,42,services,married,high.school,unknown,yes,yes,cellular,aug,fri,41,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
539,57,self-employed,married,university.degree,unknown,unknown,unknown,telephone,jul,mon,644,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
540,44,management,married,university.degree,no,yes,no,cellular,nov,tue,170,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8
541,45,technician,married,professional.course,no,no,no,cellular,nov,wed,193,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
542,23,admin.,single,high.school,no,no,no,cellular,may,fri,13,8,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
543,32,services,married,high.school,unknown,no,yes,telephone,may,tue,535,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
544,34,admin.,married,university.degree,no,yes,no,cellular,may,thu,293,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
545,45,admin.,divorced,university.degree,no,yes,yes,cellular,jul,mon,340,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
546,36,services,married,high.school,unknown,yes,yes,cellular,may,fri,108,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
547,50,housemaid,single,unknown,no,yes,no,telephone,may,tue,473,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
548,31,technician,single,university.degree,no,yes,yes,cellular,jul,thu,328,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
549,41,entrepreneur,single,high.school,no,yes,no,cellular,jul,thu,90,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
550,33,management,married,university.degree,no,no,yes,telephone,jun,thu,219,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
551,32,services,married,high.school,no,no,no,cellular,oct,mon,217,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5
552,40,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,124,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
553,36,blue-collar,single,high.school,no,unknown,unknown,telephone,jun,mon,311,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
554,31,entrepreneur,married,basic.6y,no,yes,no,telephone,may,fri,108,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
555,33,admin.,single,university.degree,no,yes,yes,telephone,jun,mon,304,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
556,30,admin.,single,high.school,no,no,no,cellular,aug,fri,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
557,32,self-employed,married,professional.course,no,no,yes,telephone,may,fri,65,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
558,30,technician,married,basic.9y,no,no,yes,cellular,jul,thu,536,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
559,41,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,153,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
560,28,self-employed,single,basic.9y,no,yes,no,telephone,may,tue,4,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
561,29,technician,married,professional.course,no,no,no,cellular,jul,mon,328,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
562,26,admin.,single,high.school,no,yes,no,cellular,apr,mon,190,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
563,22,blue-collar,single,basic.9y,no,yes,yes,telephone,jul,thu,834,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
564,51,services,married,professional.course,unknown,no,no,telephone,jun,thu,177,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1
565,35,management,single,university.degree,no,no,no,cellular,may,tue,68,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
566,30,technician,single,professional.course,no,yes,no,cellular,may,fri,68,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
567,35,admin.,married,university.degree,no,yes,no,telephone,jun,wed,284,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
568,30,admin.,married,unknown,no,yes,yes,telephone,jun,mon,76,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
569,42,technician,single,unknown,no,no,no,telephone,may,tue,27,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
570,32,technician,divorced,professional.course,no,yes,no,telephone,jul,wed,18,1,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6
571,36,admin.,married,university.degree,no,yes,no,cellular,may,fri,334,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
572,62,self-employed,married,university.degree,unknown,no,no,cellular,sep,fri,74,1,999,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5
573,42,admin.,married,basic.9y,no,yes,no,telephone,may,wed,117,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
574,29,housemaid,single,high.school,no,yes,no,telephone,may,wed,178,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
575,29,management,single,university.degree,no,yes,no,telephone,may,fri,123,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
576,39,admin.,single,high.school,no,yes,no,cellular,may,wed,130,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
577,27,services,married,basic.9y,no,no,no,telephone,jul,thu,100,3,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1
578,47,admin.,single,university.degree,no,no,no,cellular,aug,mon,151,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
579,19,student,single,basic.9y,no,yes,no,cellular,may,tue,203,1,999,3,failure,-1.8,93.876,-40,0.668,5008.7
580,52,housemaid,married,basic.4y,unknown,no,no,telephone,jun,thu,92,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
581,29,admin.,single,university.degree,no,no,no,cellular,aug,wed,391,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
582,32,technician,married,professional.course,no,yes,no,cellular,may,tue,235,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
583,39,management,married,university.degree,no,no,yes,telephone,jun,thu,127,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
584,52,management,married,university.degree,no,unknown,unknown,cellular,nov,tue,486,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
585,55,unknown,unknown,unknown,unknown,yes,no,cellular,jul,mon,230,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
586,28,management,married,basic.9y,no,yes,no,cellular,may,tue,328,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
587,52,services,single,high.school,no,yes,no,telephone,jun,wed,324,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
588,34,housemaid,divorced,university.degree,no,yes,yes,cellular,apr,fri,73,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
589,38,admin.,married,high.school,unknown,no,no,telephone,may,mon,165,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
590,49,blue-collar,married,basic.4y,no,yes,no,cellular,sep,tue,133,2,999,0,nonexistent,-3.4,92.379,-29.8,0.77,5017.5
591,39,services,married,high.school,no,no,no,telephone,may,tue,342,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
592,57,services,divorced,high.school,no,yes,no,telephone,may,wed,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
593,26,admin.,single,high.school,no,no,no,cellular,apr,mon,785,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
594,44,admin.,married,university.degree,no,yes,no,cellular,aug,wed,113,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2
595,42,technician,divorced,university.degree,no,no,no,telephone,may,tue,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
596,36,self-employed,married,university.degree,no,no,no,cellular,may,mon,54,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1
597,47,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,221,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
598,54,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,thu,422,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
599,39,housemaid,married,basic.4y,no,yes,no,telephone,jun,mon,44,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
600,49,admin.,married,high.school,no,yes,no,cellular,aug,fri,183,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
601,40,admin.,married,high.school,no,no,no,cellular,aug,thu,477,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2
602,36,management,divorced,university.degree,no,no,no,telephone,jun,thu,221,12,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
603,48,blue-collar,married,high.school,no,no,no,cellular,may,tue,252,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
604,42,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,56,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
605,34,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,266,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
606,43,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,28,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
607,22,technician,single,professional.course,no,no,no,telephone,jun,fri,184,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
608,59,technician,married,professional.course,no,yes,no,telephone,aug,wed,240,3,999,1,failure,-2.9,92.201,-31.4,0.834,5076.2
609,32,admin.,single,university.degree,no,no,no,telephone,may,tue,389,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
610,56,technician,married,professional.course,unknown,yes,no,cellular,nov,fri,266,6,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
611,29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,307,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2
612,45,housemaid,married,high.school,unknown,no,no,cellular,nov,wed,289,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
613,28,management,single,university.degree,no,yes,no,cellular,sep,tue,76,1,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5
614,50,admin.,married,high.school,no,no,yes,telephone,may,wed,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
615,45,admin.,single,basic.9y,no,yes,yes,cellular,apr,tue,119,2,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1
